name,rating,address,status,latitude,longitude,province,type
J.-L.-Couroux,6.4,"10 av. Findlay   Carleton Place, ON K7C4K1",Catholic,45.1287046,-76.1288623,Ontario,Elementary
Jean-Robert Gauthier,6.4,"651 prom. Chapman Mills   Nepean, ON K2J0W7",Catholic,45.2703325,-75.731415,Ontario,Elementary
John Sweeney,6.4,"185 Activa Ave   Kitchener, ON N2E4A1",Catholic,43.4077682,-80.5116152,Ontario,Elementary
John XXIII,6.4,"195 Athabasca St   Oshawa, ON L1H7J2",Catholic,43.9012507,-78.8148148,Ontario,Elementary
l'Ange-Gardien,6.4,"4831 chemin Second Line   North Lancaster, ON K0C1Z0",Catholic,45.2472322,-74.5018778,Ontario,Elementary
Laurier-CarriÃ¨re,6.4,"14 prom. Four Seasons   Nepean, ON K2E7P8",Catholic,45.3523888,-75.7125514,Ontario,Elementary
Lord Elgin,6.4,"24 Ontario St   Ajax, ON L1S1T6",Public,43.856668,-79.026621,Ontario,Elementary
Mason Road,6.4,"78 Mason Rd   Toronto, ON M1M3R2",Public,43.7394384,-79.2263689,Ontario,Elementary
MichaÃ«lle Jean,6.4,"2121 #56 Highway   Hamilton, ON L0R1C0",Public,43.1143414,-79.7960523,Ontario,Elementary
Mnjikaning Kendaaswin,6.4,"6147 Rama Rd   Rama, ON L3V 6H6",First Nation,44.6559048,-79.3490805,Ontario,Elementary
Mother Teresa,6.4,"78 Glenabbey Dr   Courtice, ON L1E2B5",Catholic,43.896794,-78.8010709,Ontario,Elementary
Oakland-Scotland,6.4,"15 Church St W   Scotland, ON N0E1R0",Public,43.0222046,-80.377441,Ontario,Elementary
Open Roads,6.4,"20 Davis St   Dryden, ON P8N1R4",Public,49.7740588,-92.8404574,Ontario,Elementary
Our Lady of Fatima,6.4,"69 Olive St   Grimsby, ON L3M2C3",Catholic,43.2022197,-79.5679235,Ontario,Elementary
Our Lady of Good Counsel,6.4,"52 Dickinson Dr 428  Ingleside, ON K0C1M0",Catholic,45.0008129,-74.9899523,Ontario,Elementary
Pierre-Elliott-Trudeau,6.4,"65 rue Grace   Toronto, ON M6J2S4",Public,43.6519856,-79.4141675,Ontario,Elementary
Primrose,6.4,"636064 Prince of Wales Road   Shelburne, ON L9V0B8",Public,44.0969752,-80.1413826,Ontario,Elementary
Reesor Park,6.4,"69 Wootten Way   Markham, ON L3P2Y5",Public,43.8856201,-79.2441458,Ontario,Elementary
Rideau,6.4,"9 Dundas St   Kingston, ON K7L1N2",Public,44.2351032,-76.5047648,Ontario,Elementary
Roger-Saint-Denis,6.4,"186 crois. Barrow   Kanata, ON K2L2C7",Catholic,45.3113011,-75.8825691,Ontario,Elementary
Roland Michener,6.4,"95 Ritchie Ave   Ajax, ON L1S6S2",Public,43.854331,-79.038515,Ontario,Elementary
Rosebank Road,6.4,"591 Rosebank Rd S   Pickering, ON L1W2N6",Public,43.8073494,-79.1206086,Ontario,Elementary
Roselands,6.4,"990 Jane St   Toronto, ON M6N4E2",Public,43.681197,-79.4988914,Ontario,Elementary
Rousseau,6.4,"103 McNiven Road   Ancaster, ON L9G3T7",Public,43.2283143,-79.9625479,Ontario,Elementary
Ryerson,6.4,"565 Woodview Rd   Burlington, ON L7N2Z9",Public,43.3520698,-79.7775724,Ontario,Elementary
Sacred Heart,6.4,"125 Huron St   Guelph, ON N1E5L5",Catholic,43.5477723,-80.2371272,Ontario,Elementary
Saint-NoÃ«l-Chabanel,6.4,"1300 avenue Wilson   Toronto, ON M3M1H5",Catholic,43.7244659,-79.4945552,Ontario,Elementary
Saint-Paul,6.4,"185 avenue 6e CP 1120  Lively, ON P3Y1M9",Catholic,46.4346787,-81.1393081,Ontario,Elementary
Sir Isaac Brock,6.4,"45 Meltwater Crescent   Brampton, ON L6P3V8",Public,43.7954428,-79.6759078,Ontario,Elementary
Sparta,6.4,"45885 Sparta Line Box 60  Sparta, ON N0L2H0",Public,42.7023414,-81.0868182,Ontario,Elementary
St Agnes,6.4,"280 Otonabee Ave   Toronto, ON M2M2T2",Catholic,43.7985987,-79.402644,Ontario,Elementary
St Angela Merici,6.4,"109 West Park Ave   Bradford, ON L3Z3H9",Catholic,44.1010711,-79.5866564,Ontario,Elementary
St Anne,6.4,"1000 The Rapids Pkwy   Sarnia, ON N7S6K3",Catholic,42.9998952,-82.3504643,Ontario,Elementary
St Bernadette,6.4,"1060 White Clover Way   Mississauga, ON L5V1G7",Catholic,43.5818602,-79.6734524,Ontario,Elementary
St Bernard,6.4,"1000 Dryden Blvd   Whitby, ON L1R2A2",Catholic,43.910885,-78.937602,Ontario,Elementary
St Francis Xavier,6.4,"298 8 Hwy   Stoney Creek, ON L8G1E6",Catholic,43.2204197,-79.7321936,Ontario,Elementary
St Isidore,6.4,"1105 March Rd   Kanata, ON K2K1X7",Catholic,45.3674471,-75.9485026,Ontario,Elementary
St Joseph,6.4,"980 Westminster Dr S   Cambridge, ON N3H1V2",Catholic,43.3891083,-80.3661248,Ontario,Elementary
St Joseph,6.4,"150 Strathallan St   Fergus, ON N1M1A1",Catholic,43.7128537,-80.3869729,Ontario,Elementary
St Jude,6.4,"690 Viscount Rd   London, ON N6J2Y5",Catholic,42.9484682,-81.2684991,Ontario,Elementary
St Kateri Tekakwitha,6.4,"1428 Coldstream Drive   Oshawa, ON L1K2Y8",Catholic,43.9473906,-78.8405621,Ontario,Elementary
St Leo,6.4,"165 Stanley Ave   Toronto, ON M8V1P1",Catholic,43.6143129,-79.4963125,Ontario,Elementary
St Luigi,6.4,"2 Ruskin Ave   Toronto, ON M6P3P8",Catholic,43.6628842,-79.4514734,Ontario,Elementary
St Luke,6.4,"1280 Cobalt St   Mississauga, ON L5H4L8",Catholic,43.5469268,-79.6050251,Ontario,Elementary
St Marks,6.4,"2145 Upper Middle Rd   Burlington, ON L7P3P4",Catholic,43.3605021,-79.8400384,Ontario,Elementary
St Martin,6.4,"531 Ennis Rd   Ennismore, ON K0L1T0",Catholic,44.4104787,-78.4274112,Ontario,Elementary
St Martin,6.4,"140 Duchess Ave   London, ON N6C1N9",Catholic,42.9698617,-81.2534321,Ontario,Elementary
St Mary,6.4,"251 Irvine St 158  Elora, ON N0B1S0",Catholic,43.689517,-80.427387,Ontario,Elementary
St Mary of the Angels,6.4,"351 Vellore Park Avenue   Vaughan, ON L4H0E4",Catholic,43.8547558,-79.5583245,Ontario,Elementary
St Monica,6.4,"60 Sterritt Dr   Brampton, ON L6Y5B6",Catholic,43.664845,-79.772045,Ontario,Elementary
St Nicholas,6.4,"120 Harvest Moon Dr   Bolton, ON L7E2W1",Catholic,43.871394,-79.7586505,Ontario,Elementary
St Rita,6.4,"1 Inverness Ave   Nepean, ON K2E6N6",Catholic,45.3600307,-75.7111125,Ontario,Elementary
Tecumseth South Central,6.4,"2124 10TH SIDEROAD 3  Tottenham, ON L0G1W0",Public,44.0430456,-79.773981,Ontario,Elementary
Vincent Massey,6.4,"15 Janey Ave   North Bay, ON P1C1N1",Public,46.3377578,-79.4322181,Ontario,Elementary
Adelaide Mclaughlin,6.3,"630 Stevenson Rd N   Oshawa, ON L1J5P1",Public,43.9095344,-78.8909942,Ontario,Elementary
Alexander Graham Bell,6.3,"25 Harkins Dr   Ajax, ON L1T3T6",Public,43.869596,-79.05652,Ontario,Elementary
All Saints,6.3,"4105 Colonial Dr   Mississauga, ON L5L4E8",Catholic,43.5319141,-79.710364,Ontario,Elementary
Antonine Maillet,6.3,"615 av Ridgeway   Oshawa, ON L1J2W3",Public,43.9003837,-78.8898336,Ontario,Elementary
Baxter Central,6.3,"62 Denney Dr   Egbert, ON L0L1N0",Public,44.245264,-79.833259,Ontario,Elementary
Brighton,6.3,"24 Elizabeth St Box 9100  Brighton, ON K0K1H0",Public,44.0432415,-77.7327179,Ontario,Elementary
Canadian Martyrs,6.3,"1185 Mississauga Valley Blvd   Mississauga, ON L5A3R7",Catholic,43.5990409,-79.6224001,Ontario,Elementary
Caradoc Central,6.3,"714 Bowen St Box 244  Mt. Brydges, ON N0L1W0",Public,42.9107246,-81.4915319,Ontario,Elementary
Cardinal Leger,6.3,"600 Morrish Rd   Toronto, ON M1C4Y1",Catholic,43.7932108,-79.1754871,Ontario,Elementary
Central,6.3,"237 Sydenham St   Kingston, ON K7K3M3",Public,44.234023,-76.4866219,Ontario,Elementary
Central Perth,6.3,"4663 Road 135   Sebringville, ON N0K1X0",Public,43.4615191,-81.0276944,Ontario,Elementary
CitÃ©-Jeunesse,6.3,"30 avenue Fullerton   Trenton, ON K8V1E4",Public,44.113987,-77.5563511,Ontario,Elementary
Clarksdale,6.3,"2399 Mountainside Dr   Burlington, ON L7P1C6",Public,43.3537203,-79.8125023,Ontario,Elementary
Credit Meadows,6.3,"220 Blind Line   Orangeville, ON L9W4V2",Public,43.9220675,-80.1169483,Ontario,Elementary
Dr John Seaton,6.3,"1279 Seaton Road   Sheffield, ON L0R1Z0",Public,43.3282977,-80.1995638,Ontario,Elementary
Dublin Heights,6.3,"100 Bainbridge Ave   Toronto, ON M3H2K2",Public,43.7495404,-79.4472704,Ontario,Elementary
Ellengale,6.3,"3480 Ellengale Dr   Mississauga, ON L5C1Z7",Public,43.5635009,-79.6591133,Ontario,Elementary
Esten Park,6.3,"115 Hergott Ave   Elliot Lake, ON P5A3B4",Public,46.372409,-82.618872,Ontario,Elementary
Father John Kelly,6.3,"9350 Keele St   Maple, ON L6A1P4",Catholic,43.8397915,-79.5098428,Ontario,Elementary
FÃ©lix-Leclerc,6.3,"50 promenade Celestine   Toronto, ON M9R3N3",Public,43.6896037,-79.5614163,Ontario,Elementary
Gatestone,6.3,"127 Gatestone Drive   Stoney Creek, ON L8J3Z5",Public,43.1818585,-79.7891338,Ontario,Elementary
Gregory A Hogan,6.3,"1825 Hogan Dr   Sarnia, ON N7S6G9",Catholic,43.010793,-82.359941,Ontario,Elementary
Highgate,6.3,"35 Highgate Dr   Markham, ON L3R3R5",Public,43.8269205,-79.31496,Ontario,Elementary
Holy Spirit,6.3,"1383 Main St Box 489  Stittsville, ON K2S1A6",Catholic,45.2639346,-75.9260824,Ontario,Elementary
James S Bell,6.3,"90 Thirty First St   Toronto, ON M8W3E9",Public,43.5939496,-79.5299815,Ontario,Elementary
Jean-Ethier-Blais,6.3,"2190 boul Lasalle   Sudbury, ON P3A2A8",Public,46.5226854,-80.9188676,Ontario,Elementary
Jeanne SauvÃ©,6.3,"8 Grange St   Stratford, ON N5A3P6",Catholic,43.3687214,-80.9789804,Ontario,Elementary
John Marshall,6.3,"3910 St James Ave   Niagara Falls, ON L2J2R3",Public,43.116789,-79.102406,Ontario,Elementary
La MosaÃ¯que,6.3,"80 av Queensdale   Toronto, ON M4J1Y3",Public,43.6872362,-79.3306248,Ontario,Elementary
Lakeroad,6.3,"955 Lakeshore Rd   Sarnia, ON N7V2V3",Public,43.0125733,-82.3734121,Ontario,Elementary
Lakeview,6.3,"35 Corkstown Rd   Nepean, ON K2H7V4",Public,45.3481957,-75.8241782,Ontario,Elementary
Lord Dufferin,6.3,"350 Parliament St   Toronto, ON M5A2Z7",Public,43.6606768,-79.3668498,Ontario,Elementary
Monsignor Paul Baxter,6.3,"333 Beatrice Dr   Nepean, ON K2J4W1",Catholic,45.2807939,-75.7288455,Ontario,Elementary
Mooretown-Courtright,6.3,"104 Moore Line   Mooretown, ON N0N1M0",Public,42.840589,-82.460762,Ontario,Elementary
North Easthope,6.3,"4672 Line 43, Road 108   Stratford, ON N5A6S2",Public,43.4241495,-80.863989,Ontario,Elementary
North Perth Westfield,6.3,"955 Binning Street West   Listowel, ON N4W 0G3",Public,43.7409033,-80.9635413,Ontario,Elementary
Notre Dame,6.3,"140 Atlantis Dr.   Orillia, ON L3V6H2",Catholic,44.6094385,-79.4607981,Ontario,Elementary
Orchard Park,6.3,"24 Calverley St   Orillia, ON L3V3T4",Public,44.620771,-79.432618,Ontario,Elementary
Ormiston,6.3,"20 Forest Heights St   Whitby, ON L1R1T5",Public,43.90887,-78.948351,Ontario,Elementary
Otonabee Valley,6.3,"580 River Rd S   Peterborough, ON K9J1E7",Public,44.2822731,-78.3085337,Ontario,Elementary
Park Dale,6.3,"73 Poplar St   Belleville, ON K8P4J3",Public,44.1772444,-77.4042999,Ontario,Elementary
Pierre-Elliott-Trudeau,6.3,"601 prom. Longfields   Nepean, ON K2J4X1",Catholic,45.286748,-75.744541,Ontario,Elementary
Pleasant,6.3,"288 Pleasant Ave   Toronto, ON M2R2R1",Public,43.7898748,-79.4340807,Ontario,Elementary
Poplar Road,6.3,"66 Dearham Wood   Toronto, ON M1E1S4",Public,43.7535932,-79.1873275,Ontario,Elementary
River Oaks,6.3,"2173 Munn's Ave   Oakville, ON L6H3S9",Public,43.4649869,-79.7216712,Ontario,Elementary
Rockford,6.3,"60 Rockford Rd   Toronto, ON M2R3A7",Public,43.7858219,-79.4523692,Ontario,Elementary
Sainte-FÃ©licitÃ©,6.3,"1647 rue Landry   Clarence Creek, ON K0A1N0",Catholic,45.5090627,-75.2191551,Ontario,Elementary
Saint-GrÃ©goire,6.3,"50 rue Home C.P. 370  Vankleek Hill, ON K0B1R0",Catholic,45.5015309,-74.6933214,Ontario,Elementary
Saint-Mathieu,6.3,"3155 chemin Gendron   Hammond, ON K0A2A0",Catholic,45.4401481,-75.2384904,Ontario,Elementary
Sandhills,6.3,"1250 Victoria St S   Kitchener, ON N2N3J2",Public,43.432592,-80.5437582,Ontario,Elementary
Scott Central,6.3,"421 Reg Rd 11   Sandford, ON L0C1E0",Public,44.1358271,-79.2061311,Ontario,Elementary
Shirley Street,6.3,"38 Shirley St   Toronto, ON M6K1S9",Public,43.6486765,-79.4365445,Ontario,Elementary
St Anne,6.3,"250 East Ave   Kitchener, ON N2H1Z4",Catholic,43.451032,-80.471003,Ontario,Elementary
St Anthony,6.3,"391 Booth St   Ottawa, ON K1R7K5",Catholic,45.4063104,-75.7083722,Ontario,Elementary
St Brendan,6.3,"751 Hoover Park Drive   Stouffville, ON L4A0Z6",Catholic,43.9631048,-79.2543654,Ontario,Elementary
St Christopher,6.3,"431 Annapolis Ave   Oshawa, ON L1J2Y5",Catholic,43.9040676,-78.8838201,Ontario,Elementary
St Francis de Sales,6.3,"72 Church St S   Ajax, ON L1S6B3",Catholic,43.8516467,-79.055341,Ontario,Elementary
St Gabriel,6.3,"2227 Parkway Dr   Burlington, ON L7P1S9",Catholic,43.3551774,-79.825948,Ontario,Elementary
St John the Baptist,6.3,"299 Landsbridge St   Bolton, ON L7E2K4",Catholic,43.8710965,-79.7129061,Ontario,Elementary
St Joseph,6.3,"535 Birchbank Drive Box 670  Corunna, ON N0N1G0",Catholic,42.875924,-82.437051,Ontario,Elementary
St Josephs,6.3,"185 Parkdale Rd   Dryden, ON P8N1S5",Catholic,49.7740937,-92.8273314,Ontario,Elementary
St Jude's,6.3,"5355 Highway 34   Vankleek Hill, ON K0B1R0",Catholic,45.52986,-74.645741,Ontario,Elementary
St Louis,6.3,"420 Eighth St Box 520  Keewatin, ON P0X1C0",Catholic,49.7591532,-94.5572201,Ontario,Elementary
St Mark,6.3,"45 Cloverhill Rd   Toronto, ON M8Y1T4",Catholic,43.6344097,-79.4900105,Ontario,Elementary
St Martha,6.3,"455 St Martha St   Kingston, ON K7K7C2",Catholic,44.2650363,-76.4482704,Ontario,Elementary
St Paschal Baylon,6.3,"15 St Paschal Crt   Toronto, ON M2M1X6",Catholic,43.7920737,-79.4313569,Ontario,Elementary
St Theresa,6.3,"2000 Portobello Blvd   Cumberland, ON K4A4M9",Catholic,45.4635909,-75.4673048,Ontario,Elementary
Stonehaven,6.3,"875 Stonehaven Ave   Newmarket, ON L3X2K3",Public,44.036324,-79.439376,Ontario,Elementary
Tecumseh,6.3,"401 Tecumseh Ave E   London, ON N6C1T4",Public,42.9691828,-81.2416434,Ontario,Elementary
Warren Park,6.3,"135 Varsity Rd   Toronto, ON M6S4P4",Public,43.6628193,-79.4994273,Ontario,Elementary
Aberfoyle,6.2,"16 Old Brock Rd   Guelph, ON N1H6H9",Public,43.4721839,-80.147543,Ontario,Elementary
AcadÃ©mie de la Tamise,6.2,"1260 rue Dundas   London, ON N5W5P2",Public,42.9972,-81.205,Ontario,Elementary
Alliston Union,6.2,"211 Church Street   Alliston, ON L9R 0G3",Public,44.1625935,-79.8714212,Ontario,Elementary
Alta Vista,6.2,"1349 Randall Ave   Ottawa, ON K1H7R2",Public,45.3836503,-75.6646203,Ontario,Elementary
Amabel-Sauble,6.2,"555 Sauble Falls Parkway   Sauble Beach, ON N0H2G0",Public,44.6513261,-81.2572375,Ontario,Elementary
Armadale,6.2,"11 Coppard Ave   Markham, ON L3S2J4",Public,43.836936,-79.2725113,Ontario,Elementary
Blue Willow,6.2,"250 Blue Willow Dr   Woodbridge, ON L4L9E1",Public,43.7922227,-79.5576477,Ontario,Elementary
Bruce,6.2,"51 Larchmount Ave   Toronto, ON M4M2Y6",Public,43.6610444,-79.3333393,Ontario,Elementary
Bruce Peninsula,6.2,"5 Moore St Box 178  Lion's Head, ON N0H1W0",Public,44.98468,-81.250648,Ontario,Elementary
Buckhorn,6.2,"1783 Lakehurst Rd.   Buckhorn, ON K0L 1J0",Public,44.5527559,-78.3631351,Ontario,Elementary
Cardinal Newman,6.2,"8120 Beaverdams Rd   Niagara Falls, ON L2H1R4",Catholic,43.093665,-79.132181,Ontario,Elementary
Cartwright Central,6.2,"10 Alexander St Box 190 Cartwright Central Public School Blackstock, ON L0B1B0",Public,44.1122572,-78.8218913,Ontario,Elementary
Charles Howitt,6.2,"30 Pearson Ave   Richmond Hill, ON L4C6T7",Public,43.8436676,-79.4391799,Ontario,Elementary
Cherrywood Acres,6.2,"4635 Pettit Ave   Niagara Falls, ON L2E6L4",Public,43.1063939,-79.106314,Ontario,Elementary
Coronation,6.2,"441 Adelaide Ave E   Oshawa, ON L1G2A4",Public,43.9076727,-78.8496682,Ontario,Elementary
Corpus Christi,6.2,"4155 Elora Dr   Mississauga, ON L5B3N4",Catholic,43.5849787,-79.652228,Ontario,Elementary
East Mersea,6.2,"547 Mersea Rd 21   Wheatley, ON N0P2P0",Public,42.0856991,-82.4888413,Ontario,Elementary
East Oro,6.2,"744 11th Line N  RR 1 Hawkestone, ON L0L1T0",Public,44.5288972,-79.495076,Ontario,Elementary
Edna Staebler,6.2,"450 Bernay Dr   Waterloo, ON N2T3A3",Public,43.4506122,-80.5774341,Ontario,Elementary
Father Daniel Zanon,6.2,"450 Hillcrest Ave   Mississauga, ON L5B4J3",Catholic,43.5729047,-79.6306476,Ontario,Elementary
Ferndale Woods,6.2,"170 Ferndale Dr S   Barrie, ON L4N8A1",Public,44.3580322,-79.7164481,Ontario,Elementary
Front of Yonge,6.2,"1504 County Road #2 Box 10  Mallorytown, ON K0E1R0",Public,44.4787941,-75.8951544,Ontario,Elementary
Frontenac,6.2,"5140 Pinedale Ave   Burlington, ON L7L3V4",Public,43.373992,-79.7528982,Ontario,Elementary
Gabrielle-Roy,6.2,"14 rue Pembroke   Toronto, ON M5A2N7",Public,43.6564529,-79.3721626,Ontario,Elementary
Grand Avenue,6.2,"14 Grand Ave   Grimsby, ON L3M2R7",Public,43.191937,-79.527187,Ontario,Elementary
Heximer Avenue,6.2,"6727 Heximer Ave   Niagara Falls, ON L2G4T1",Public,43.077558,-79.10052,Ontario,Elementary
Holland Landing,6.2,"16 Holland River Blvd   Holland Landing, ON L9N1C5",Public,44.0958277,-79.4782514,Ontario,Elementary
Holy Family,6.2,"2075 Rosslyn Road   Thunder Bay, ON P7K1H7",Catholic,48.362953,-89.359972,Ontario,Elementary
Holy Rosary,6.2,"141 Martin St   Milton, ON L9T2R3",Catholic,43.517652,-79.885496,Ontario,Elementary
Innerkip Central,6.2,"180 Coleman St Box 40  Innerkip, ON N0J1M0",Public,43.2093818,-80.6992072,Ontario,Elementary
Lake Simcoe,6.2,"1701 Webster Blvd   Innisfil, ON L9S 2A6",Public,44.2963357,-79.5559158,Ontario,Elementary
Lakeshore Discovery,6.2,"376 I C Roy Blvd 408  Emeryville, ON N0R1C0",Public,42.2931959,-82.7735982,Ontario,Elementary
LaSalle,6.2,"1600 Mayfair Ave   LaSalle, ON N9J3T3",Public,42.2285726,-83.0877473,Ontario,Elementary
Little Current,6.2,"18 Draper St Box 190  Little Current, ON P0P1K0",Public,45.9758584,-81.9272967,Ontario,Elementary
Monsignor Michael O'Leary,6.2,"2 Tamarack Trail   Bracebridge, ON P1L1Z2",Catholic,45.045846,-79.331555,Ontario,Elementary
Normanby,6.2,"574 Louisa Street  574 Louisa St Ayton, ON N0G1C0",Public,44.0599398,-80.9284583,Ontario,Elementary
Northwood,6.2,"1100 Northwood Dr   Windsor, ON N9E1A3",Public,42.2780614,-83.0303449,Ontario,Elementary
Ogden,6.2,"33 Phoebe St   Toronto, ON M5T1A8",Public,43.649911,-79.3953435,Ontario,Elementary
Our Lady of Peace,6.2,"15 Fincham Ave   Brampton, ON L6X3V2",Catholic,43.6740674,-79.785105,Ontario,Elementary
Palermo,6.2,"2561 Valleyridge Drive   Oakville, ON L6M5H4",Public,43.4319291,-79.7763581,Ontario,Elementary
Pierre Elliott Trudeau,6.2,"1111 Beatrice St E   Oshawa, ON L1K2S7",Public,43.932526,-78.834102,Ontario,Elementary
Ponsonby,6.2,"5923 WELLINGTON ROAD 7   Guelph, ON N1H6J2",Public,43.6232643,-80.353904,Ontario,Elementary
Queensdale,6.2,"67 Queensdale Avenue East   Hamilton, ON L9A1K4",Public,43.2417006,-79.8728509,Ontario,Elementary
River View,6.2,"3300 Cattell Dr   Niagara Falls, ON L2G6M9",Public,43.055172,-79.042548,Ontario,Elementary
Saint-Augustin,6.2,"648 promenade O'Neil ouest   Garson, ON P3L1T6",Catholic,46.55094,-80.883402,Ontario,Elementary
Sainte-Croix,6.2,"304 avenue Rorke CP 2040  Haileybury, ON P0J1K0",Catholic,47.4445246,-79.6389699,Ontario,Elementary
Saint-Jean-de-BrÃ©beuf,6.2,"270 chemin Chelton   London, ON N6M0B9",Catholic,42.9582795,-81.1765585,Ontario,Elementary
Saint-NoÃ«l-Chabanel,6.2,"640 promenade Trico   Cambridge, ON N3H5P2",Catholic,43.404083,-80.339328,Ontario,Elementary
Saint-Paul,6.2,"260 rue Main C.P. 249  Plantagenet, ON K0B1L0",Catholic,45.5344508,-74.9970903,Ontario,Elementary
St Agatha,6.2,"49 Cathedral Bluffs Dr   Toronto, ON M1M2T6",Catholic,43.7235507,-79.2301649,Ontario,Elementary
St Aloysius,6.2,"504 Connaught St   Kitchener, ON N2C1C2",Catholic,43.4285336,-80.4450582,Ontario,Elementary
St Bonaventure,6.2,"35 McCrimmon Drive   Brampton, ON L7A2Z5",Catholic,43.6874619,-79.829136,Ontario,Elementary
St Christopher,6.2,"1213 E C ROW AVE. E   Windsor, ON N8W1Y6",Catholic,42.2799466,-82.9930387,Ontario,Elementary
St Dominic Savio,6.2,"50 Tideswell Blvd   Toronto, ON M1B5X3",Catholic,43.7979572,-79.1559556,Ontario,Elementary
St Edmund Campion,6.2,"30 Highcastle Rd   Toronto, ON M1E4N1",Catholic,43.7879438,-79.2155955,Ontario,Elementary
St Eugenes,6.2,"120 Parkdale Ave S   Hamilton, ON L8K3P3",Catholic,43.2338075,-79.7938496,Ontario,Elementary
St Florence,6.2,"101 Murison Blvd   Toronto, ON M1B2L6",Catholic,43.7985032,-79.2069582,Ontario,Elementary
St Francis,6.2,"600 W Redwood Ave   Thunder Bay, ON P7C5G1",Catholic,48.392578,-89.2954232,Ontario,Elementary
St Joseph,6.2,"405 Bridge St E   Belleville, ON K8N1P7",Catholic,44.1689898,-77.3590951,Ontario,Elementary
St Joseph,6.2,"90 Parkway Cres   Bowmanville, ON L1C1C3",Catholic,43.9028509,-78.6751059,Ontario,Elementary
St Marguerite d'Youville,6.2,"89 Lorry Greenberg Dr   Ottawa, ON K1T3J6",Catholic,45.3678919,-75.6259084,Ontario,Elementary
St Martin,6.2,"186 Margaret St Box 460  Smithville, ON L0R2A0",Catholic,43.0988219,-79.5486717,Ontario,Elementary
St Mary,6.2,"12096 County Rd 34 Box 10  Maidstone, ON N0R1K0",Catholic,42.2084863,-82.8849006,Ontario,Elementary
St Monica,6.2,"275 Twyn Rivers Dr   Pickering, ON L1V1E3",Catholic,43.8168031,-79.1377692,Ontario,Elementary
St Monica,6.2,"14 Broadway Ave   Toronto, ON M4P1T4",Catholic,43.710126,-79.3973666,Ontario,Elementary
St Monicas,6.2,"90 Steel St   Barrie, ON L4M2E9",Catholic,44.4022116,-79.6667678,Ontario,Elementary
St Nicholas,6.2,"33 Amarillo Dr   Toronto, ON M1J2P7",Catholic,43.7479971,-79.2330712,Ontario,Elementary
St Paul,6.2,"78 Dablon St   Sault Ste. Marie, ON P6B5E6",Catholic,46.5303524,-84.3087946,Ontario,Elementary
St Peter,6.2,"2451 St Alphonse St   Tecumseh, ON N8N2X2",Catholic,42.2822159,-82.8829086,Ontario,Elementary
St Stephen,6.2,"17 Colonel Bertram Rd   Brampton, ON L6Z4N8",Catholic,43.728333,-79.815737,Ontario,Elementary
St Veronica,6.2,"171 Maria Antonia Road   Woodbridge, ON L4H2S8",Catholic,43.8388396,-79.5656864,Ontario,Elementary
St. Andre,6.2,"36 Yvonne Ave   Toronto, ON M3L1C9",Catholic,43.7239421,-79.5179592,Ontario,Elementary
Terry Fox,6.2,"100 LIVINGSTONE ST   Barrie, ON L4M6X9",Public,44.4155591,-79.7022497,Ontario,Elementary
Thamesville Area Central,6.2,"30 Mary St Box 550  Thamesville, ON N0P2K0",Public,42.556032,-81.9750789,Ontario,Elementary
Valley View,6.2,"1840 Valleyview Rd   Val Caron, ON P3N1S1",Public,46.5948589,-81.0166817,Ontario,Elementary
Victoria Cross,6.2,"355 Durham St W   Mount Forest, ON N0G2L1",Public,43.9816254,-80.743227,Ontario,Elementary
Warminster,6.2,"4031 Line 13 N   Warminster, ON L0K2G0",Public,44.638853,-79.545806,Ontario,Elementary
Waverley Drive,6.2,"140 Waverley Dr   Guelph, ON N1E1H2",Public,43.5734954,-80.2595756,Ontario,Elementary
Wyevale Central,6.2,"20 Concession 5 Rd E   Wyevale, ON L0L2T0",Public,44.65501,-79.924754,Ontario,Elementary
Allandale Heights,6.1,"124 Bayview Dr   Barrie, ON L4N3P4",Public,44.3649654,-79.6845234,Ontario,Elementary
Bakersfield,6.1,"121 Mistysugar Trail   Thornhill, ON L4J8T6",Public,43.8277038,-79.4695096,Ontario,Elementary
Bayridge,6.1,"1066 Hudson Dr   Kingston, ON K7M5K8",Public,44.248184,-76.5942055,Ontario,Elementary
Briargreen,6.1,"19 Parkfield Cres   Nepean, ON K2G0R9",Public,45.3372483,-75.7769038,Ontario,Elementary
Camborne,6.1,"3546 Kennedy Rd   Cobourg, ON K9A4J7",Public,44.039825,-78.22181,Ontario,Elementary
Central,6.1,"638 Brant St   Burlington, ON L7R2H2",Public,43.3301123,-79.805069,Ontario,Elementary
Coldwater,6.1,"3 John St Box 369  Coldwater, ON L0K1E0",Public,44.7117384,-79.6392241,Ontario,Elementary
Dawn-Euphemia,6.1,"4587 Bentpath Line   Dresden, ON N0P1M0",Public,42.7110392,-82.1231436,Ontario,Elementary
Emily Carr,6.1,"44 Hawthorne Rd   London, ON N6G2H5",Public,43.0091399,-81.3125201,Ontario,Elementary
Farley Mowat,6.1,"75 Waterbridge Dr   Ottawa, ON K2G6T3",Public,45.2819454,-75.7087163,Ontario,Elementary
Father Francis McSpiritt,6.1,"55 Lexington Road   Brampton, ON L6P2B1",Catholic,43.7745459,-79.6983541,Ontario,Elementary
Floradale,6.1,"35 Florapine Rd   Elmira, ON N3B2Z1",Public,43.6356503,-80.5756838,Ontario,Elementary
